Date,Day of the Week,Day Type,FOMC Day,FOMC Week,Week0,Week1,Week2,Week3,Week4,Week5,Week6,FedEffective,FE_Weekly,VIX,VIX_Ratio,GDP_PCT,Unemployment,SP_Volume,SP_Vol_Ratio,SP_Std_Dev,DailyPremium,WeeklyPremium,FF_daily,FF_weekly,Trade
27-Jan-94,Thursday,Trading Day,-6,-1,0,0,0,0,0,0,0,3,0.265608018,10.3,1.04368932,1.453062547,6.6,346500000,1.116121759,0.832520517,2.041987394,0.946177331,0.78,1.92,1
28-Jan-94,Friday,Trading Day,-5,-1,0,0,0,0,0,0,0,2.98,0.256635743,9.94,1.534205231,1.453062547,6.6,313140000,0.904114335,0.8314101,0.882623911,0.412712597,0.42,0.93,1
31-Jan-94,Monday,Trading Day,-4,-1,0,0,0,0,0,0,0,3.68,0.187781535,10.63,1.313264346,1.453062547,6.6,322870000,1.087470529,0.830186438,1.546008732,-0.908526367,0.57,-1.81,-1
1-Feb-94,Tuesday,Trading Day,-3,-1,0,0,0,0,0,0,0,3.25,0.07040698,10.65,1.282629108,1.453062547,6.6,322510000,0.988930455,0.830164926,-1.005890786,-1.010218742,-0.28,-2.05,-1
2-Feb-94,Wednesday,Trading Day,-2,-1,0,0,0,0,0,0,0,3.31,0.069863813,10.61,1.253534402,1.453062547,6.6,328960000,1.079761045,0.829345614,1.266157406,-0.881202527,0.43,-1.72,-1
3-Feb-94,Thursday,Trading Day,-1,0,1,0,0,0,0,0,0,3.12,0.061759904,10.75,1.324651163,1.453062547,6.6,318350000,0.918759019,0.828373631,-0.62533628,-0.950737649,-0.21,-1.71,-1
4-Feb-94,Friday,Trading Day,0,0,1,0,0,0,0,0,0,3.19,0.054728768,15.25,0.948196721,1.453062547,6.6,378380000,1.208341317,0.832997639,-5.723570909,-1.235457783,-2.32,-2.17,-1
7-Feb-94,Monday,Trading Day,1,0,1,0,0,0,0,0,0,3.31,0.066511725,13.96,1.022922636,1.453062547,6.6,348270000,1.078669434,0.832737145,1.03754686,0.042176236,0.33,0.18,1
8-Feb-94,Tuesday,Trading Day,2,0,1,0,0,0,0,0,0,3.24,0.079671946,13.66,0.980966325,1.453062547,6.6,318180000,0.98657406,0.833068307,-0.360809711,-0.159971842,0.05,-0.04,-1
9-Feb-94,Wednesday,Trading Day,3,0,1,0,0,0,0,0,0,3.15,0.139863879,13.3,0.987218045,1.453062547,6.6,332670000,1.011277967,0.832933516,0.918481792,0.159537499,0.44,0.38,1
10-Feb-94,Thursday,Trading Day,4,1,0,1,0,0,0,0,0,3.16,0.141471855,14.24,0.968398876,1.453062547,6.6,327250000,1.027956651,0.832302661,-2.04893695,0.00463383,-0.67,-5.55112E-17,1
11-Feb-94,Friday,Trading Day,5,1,0,1,0,0,0,0,0,3.14,0.136189644,14.46,1.01659751,1.453062547,6.6,213740000,0.564881865,0.854626692,0.664599189,0.152567748,0.03,0.21,1
14-Feb-94,Monday,Trading Day,6,1,0,1,0,0,0,0,0,3.35,0.103670724,14.28,1.01659751,1.453062547,6.6,263190000,0.755706779,0.855099994,0.026806469,-0.263869447,0.11,-0.3,-1
15-Feb-94,Tuesday,Trading Day,7,1,0,1,0,0,0,0,0,3.49,0.106211828,13.4,1.008955224,1.453062547,6.6,306790000,0.964202653,0.854199146,1.236736997,-0.269230741,0.47,-0.41,-1
16-Feb-94,Wednesday,Trading Day,8,1,0,1,0,0,0,0,0,3.34,0.061759904,13.13,1.059405941,1.453062547,6.6,295450000,0.888117354,0.849715171,0.143963445,-0.110689171,0.06,-0.25,-1
17-Feb-94,Thursday,Trading Day,9,2,0,0,1,0,0,0,0,3.3,0.050284903,13.79,1.157360406,1.453062547,6.6,340030000,1.039052712,0.852813812,-1.309267358,-0.211865712,-0.46,-0.45,-1
18-Feb-94,Friday,Trading Day,10,2,0,0,1,0,0,0,0,3.21,0.044507891,14.7,1.006802721,1.453062547,6.6,293210000,1.371806868,0.835590264,-1.417586788,-0.644510998,-0.48,-1.24,-1
21-Feb-94,Monday,Holiday,11,2,0,0,1,0,0,0,0,3.21,0.039036003,14.7,1.006802721,1.453062547,6.6,293210000,1.114062084,0.831842277,-1.417586788,-0.644510998,#N/A,#N/A,-1
22-Feb-94,Tuesday,Trading Day,12,2,0,0,1,0,0,0,0,3.33,0.096214047,13.52,1.170857988,1.453062547,6.6,270900000,0.88301444,0.834376162,2.029444846,-0.04930648,0.63,-0.02,-1
23-Feb-94,Wednesday,Trading Day,13,2,0,0,1,0,0,0,0,3.25,0.095018795,13.91,1.156002876,1.453062547,6.6,309910000,1.048942291,0.83444286,-0.361919258,-0.731105553,-0.14,-1.17,-1
24-Feb-94,Thursday,Trading Day,14,3,0,0,0,1,0,0,0,3.25,0.095692961,15.96,1.025062719,1.453062547,6.6,342940000,1.008558068,0.834973899,-3.472493789,-0.621084806,-1.25,-1.16,-1
25-Feb-94,Friday,Trading Day,15,3,0,0,0,1,0,0,0,3.23,0.095194037,14.8,1.081081081,1.453062547,6.6,273680000,0.933392449,0.836754199,0.986802324,-0.120891012,0.36,-0.15,-1
28-Feb-94,Monday,Trading Day,16,3,0,0,0,1,0,0,0,3.49,0.089947074,14.87,0.958977808,1.453062547,6.6,268690000,0.91637393,0.838878082,0.571633479,-0.124043726,0.38,-0.05,-1
1-Mar-94,Tuesday,Trading Day,17,3,0,0,0,1,0,0,0,3.31,0.02572751,15.83,1.025268478,1.453062547,6.5,304450000,1.123846438,0.836953486,-1.379550523,-0.004834026,-0.52,0.13,-1
2-Mar-94,Wednesday,Trading Day,18,3,0,0,0,1,0,0,0,3.24,0.017182494,16.08,0.896144279,1.453062547,6.5,361130000,1.165273789,0.843441589,0.188184482,0.162269303,-0.13,0.42,1
3-Mar-94,Thursday,Trading Day,19,4,0,0,0,0,1,0,0,3.26,0.021157009,16.360001,1.011613569,1.453062547,6.5,291790000,0.850848545,0.841462756,-0.971524821,0.250876485,-0.24,0.71,1
4-Mar-94,Friday,Trading Day,20,4,0,0,0,0,1,0,0,3.25,0.02370453,16,0.929375,1.453062547,6.5,311850000,1.139469453,0.838879025,0.971038754,0.098033502,0.46,0.33,1
7-Mar-94,Monday,Trading Day,21,4,0,0,0,0,1,0,0,3.29,0.045250625,14.26,1.164796704,1.453062547,6.5,285590000,1.062897763,0.836194489,1.167681982,0.179029917,0.56,0.31,1
8-Mar-94,Tuesday,Trading Day,22,4,0,0,0,0,1,0,0,3.24,0.048205908,16.23,0.910659273,1.453062547,6.5,298110000,0.979175562,0.836522279,-0.544033879,0.051787554,-0.23,0.04,1
9-Mar-94,Wednesday,Trading Day,23,4,0,0,0,0,1,0,0,3.22,0.049280538,14.41,1.006939625,1.453062547,6.5,309810000,0.85789051,0.829342804,0.631220392,0.125845296,0.16,0.3,1
10-Mar-94,Thursday,Trading Day,24,5,0,0,0,0,0,1,0,3.22,0.078951462,16.549999,0.770997025,1.453062547,6.5,369370000,1.265876144,0.837251456,-1.735739737,0.254025727,-0.62,0.7,1
11-Mar-94,Friday,Trading Day,25,5,0,0,0,0,0,1,0,3.17,0.080563492,14.87,0.895763282,1.453062547,6.5,303890000,0.974474908,0.837566703,1.376020829,0.752329717,0.44,1.62,1
14-Mar-94,Monday,Trading Day,-6,-1,0,0,0,0,0,0,0,3.3,0.077858235,16.610001,0.863335288,1.453062547,6.5,260150000,0.910921251,0.842302235,0.531470167,0.494247726,0.29,1.23,1
15-Mar-94,Tuesday,Trading Day,-5,-1,0,0,0,0,0,0,0,3.25,0.091052052,14.78,0.905953992,1.453062547,6.5,303750000,1.018919191,0.841997434,-0.173745172,0.122605805,0.03,0.44,1
16-Mar-94,Wednesday,Trading Day,-4,-1,0,0,0,0,0,0,0,3.05,0.123153021,14.51,0.848380427,1.453062547,6.5,307640000,0.992995707,0.842040704,1.272122548,0.189059534,0.56,0.45,1
17-Mar-94,Thursday,Trading Day,-3,-1,0,0,0,0,0,0,0,3.24,0.111205515,12.76,1.052507837,1.453062547,6.5,303930000,0.822833473,0.832119531,0.755780215,-0.104564465,0.3,-0.08,-1
18-Mar-94,Friday,Trading Day,-2,-1,0,0,0,0,0,0,0,3.22,0.124345908,13.32,1.026276276,1.453062547,6.5,462240000,1.521076705,0.876484566,0.085610873,-0.708458919,0.05,-1.36,-1
21-Mar-94,Monday,Trading Day,-1,0,1,0,0,0,0,0,0,3.36,0.062830081,14.34,1.039051604,1.453062547,6.5,247380000,0.950912935,0.880873857,-1.326739437,-1.132697105,-0.5,-2.03,-1
22-Mar-94,Tuesday,Trading Day,0,0,1,0,0,0,0,0,0,3.44,0.03683942,13.39,1.231516057,1.453062547,6.5,282240000,0.929185185,0.884839604,0.15852347,-0.928357389,0.04,-2,-1
23-Mar-94,Wednesday,Trading Day,1,0,1,0,0,0,0,0,0,3.47,0.034086724,12.31,1.510154346,1.453062547,6.5,281500000,0.915030555,0.889216447,-0.195997447,-1.789551284,0.03,-3.84,-1
24-Mar-94,Thursday,Trading Day,2,0,1,0,0,0,0,0,0,3.49,0.064402011,13.43,1.522710424,1.453062547,6.5,303740000,0.999374856,0.889239786,-2.263692052,-2.530730615,-0.98,-5.4,-1
25-Mar-94,Friday,Trading Day,3,0,1,0,0,0,0,0,0,3.53,0.269240555,13.67,1.522710424,1.453062547,6.5,249640000,0.540065767,0.834883979,-2.035580061,-2.055610402,-0.62,-4.55,-1
28-Mar-94,Monday,Trading Day,4,1,0,1,0,0,0,0,0,3.53,0.263935418,14.9,1.60201349,1.453062547,6.5,287350000,1.161573288,0.832384771,-0.305040856,-1.64849439,-0.47,-3.93,-1
29-Mar-94,Tuesday,Trading Day,5,1,0,1,0,0,0,0,0,3.45,0.260173934,16.49,1.099454154,1.453062547,6.5,305360000,1.0819161,0.83356602,-4.147446004,-2.345495928,-1.8,-5.04,-1
30-Mar-94,Wednesday,Trading Day,6,1,0,1,0,0,0,0,0,3.36,0.247078164,18.59,0.934911189,1.453062547,6.5,390520000,1.387282416,0.852648676,-3.9018941,-0.45015033,-1.53,-0.87,-1
31-Mar-94,Thursday,Trading Day,7,1,0,1,0,0,0,0,0,4.18,0.225304027,20.450001,0.830317808,1.453062547,6.5,403580000,1.328702179,0.864238466,0.111909012,0.29574436,-0.13,0.69,1
1-Apr-94,Friday,Holiday,8,1,0,1,0,0,0,0,0,3.64,0.078679579,20.450001,0.830317808,1.844932833,6.4,403580000,1.616647973,0.850130641,0.111909012,0.29574436,#N/A,#N/A,1
4-Apr-94,Monday,Trading Day,9,2,0,0,1,0,0,0,0,3.62,0.112207291,23.870001,0.695852547,1.844932833,6.4,344390000,1.198503567,0.840136983,-3.790048546,0.160143866,-1.58,0.61,1
5-Apr-94,Tuesday,Trading Day,10,2,0,0,1,0,0,0,0,3.6,0.088828352,18.129999,0.905681241,1.844932833,6.4,365990000,1.198552528,0.832123578,5.329281986,1.2281924,2.37,2.52,1
6-Apr-94,Wednesday,Trading Day,11,2,0,0,1,0,0,0,0,3.48,0.079671946,17.379999,0.979286593,1.844932833,6.4,302000000,0.773327871,0.840270845,-0.172420654,-0.093500201,0.03,-0.39,-1
7-Apr-94,Thursday,Trading Day,12,2,0,0,1,0,0,0,0,3.46,0.071147064,16.98,0.958186101,1.844932833,6.4,289280000,0.716784776,0.844523777,1.542990749,-0.206748626,0.6,-1.03,-1
8-Apr-94,Friday,Trading Day,13,2,0,0,1,0,0,0,0,3.36,0.077766439,16.92,0.944444444,1.844932833,6.4,264090000,0.654368403,0.843404631,-2.109084203,-0.499298817,-0.81,-1.59,-1
11-Apr-94,Monday,Trading Day,14,3,0,0,0,1,0,0,0,3.41,0.098440216,16.610001,1.036724742,1.844932833,6.4,243180000,0.706118064,0.850276717,1.550194123,-0.098821241,0.33,-0.75,-1
12-Apr-94,Tuesday,Trading Day,15,3,0,0,0,1,0,0,0,3.24,0.136119695,16.42,1.031059683,1.844932833,6.4,257990000,0.70490997,0.834907352,-1.279181022,-0.818342541,-0.54,-1.9,-1
13-Apr-94,Wednesday,Trading Day,16,3,0,0,0,1,0,0,0,3.43,0.10869354,17.02,0.999412456,1.844932833,6.4,278030000,0.920629139,0.832029673,-0.738662775,-0.547150395,-0.61,-1.62,-1
14-Apr-94,Thursday,Trading Day,17,3,0,0,0,1,0,0,0,3.49,0.108078455,16.27,0.917639828,1.844932833,6.4,275130000,0.951085454,0.830583304,0.080239794,-0.465518262,0.04,-1.43,-1
15-Apr-94,Friday,Trading Day,18,3,0,0,0,1,0,0,0,3.51,0.104311804,15.98,0.934918648,1.844932833,6.4,309550000,1.172138286,0.835406347,-0.106696325,0.284616354,0.03,2.22045E-16,1
18-Apr-94,Monday,Trading Day,19,4,0,0,0,0,1,0,0,3.7,0.0048795,17.219999,0.828106901,1.844932833,6.4,271470000,1.11633358,0.832186478,-2.047412379,0.182254585,-0.82,-0.08,1
19-Apr-94,Tuesday,Trading Day,20,4,0,0,0,0,1,0,0,3.71,0.029358215,16.93,0.815121087,1.844932833,6.4,323280000,1.253071824,0.833741483,0.076779709,1.162983266,-0.26,1.74,1
20-Apr-94,Wednesday,Trading Day,21,4,0,0,0,0,1,0,0,3.71,0.115284328,17.01,0.815121087,1.844932833,6.4,366540000,1.318346941,0.841983831,-0.330502107,1.069001051,-0.42,2.05,1
21-Apr-94,Thursday,Trading Day,22,4,0,0,0,0,1,0,0,3.7,0.226179448,14.93,0.971868721,1.844932833,6.4,378770000,1.376694653,0.843361395,3.83091287,1.135101472,1.47,2.47,1
22-Apr-94,Friday,Trading Day,23,4,0,0,0,0,1,0,0,3.7,0.223510946,14.94,0.921686747,1.844932833,6.4,295710000,0.955289937,0.845069774,-0.618505168,0.059013163,-0.05,0.45,1
25-Apr-94,Monday,Trading Day,24,5,0,0,0,0,0,1,0,3.78,0.231516738,14.26,0.989481066,1.844932833,6.4,262320000,0.966294618,0.847476431,2.856231029,0.382936138,1,0.97,1
26-Apr-94,Tuesday,Trading Day,25,5,0,0,0,0,0,1,0,3.42,0.243545244,13.8,1.000724638,1.844932833,6.4,288120000,0.891239792,0.850739229,-0.39313137,0.053220645,0.05,0.47,1
27-Apr-94,Wednesday,Holiday,26,5,0,0,0,0,0,1,0,3.15,0.236974984,13.8,1.000724638,1.844932833,6.4,288120000,0.786053364,0.846894104,-0.39313137,0.053220645,#N/A,#N/A,1
28-Apr-94,Thursday,Trading Day,27,5,0,0,0,0,0,1,0,3.66,0.065246784,14.51,1.003445899,1.844932833,6.4,325200000,0.858568524,0.833315446,-1.549528678,0.003229789,-0.55,0.26,1
29-Apr-94,Friday,Trading Day,28,5,0,0,0,0,0,1,0,3.73,0.0492322,13.77,1.09513435,1.844932833,6.4,293970000,0.994115857,0.833299886,1.00110971,0.272691819,0.47,0.71,1
2-May-94,Monday,Trading Day,29,6,0,0,0,0,0,0,1,3.86,0.031547394,14.11,1.14528703,1.844932833,6.1,296130000,1.128888381,0.83044345,1.207653561,-0.309145254,0.5,-0.67,-1
3-May-94,Tuesday,Trading Day,30,6,0,0,0,0,0,0,1,3.81,0.013451854,13.81,1.099927589,1.844932833,6.1,288270000,1.000520616,0.830435458,0.086662297,-1.163531999,-0.01,-2.41,-1
4-May-94,Wednesday,Trading Day,31,6,0,0,0,0,0,0,1,3.78,0.074482341,14.29,1.088173548,1.844932833,6.1,267940000,0.929959739,0.832374841,-0.729747945,-0.762152455,-0.15,-1.81,-1
5-May-94,Thursday,Trading Day,32,6,0,0,0,0,0,0,1,3.77,0.142444643,14.56,1.061813187,1.844932833,6.1,255690000,0.786254613,0.831608116,-0.202218526,-1.132073347,-0.1,-2.72,-1
6-May-94,Friday,Trading Day,33,6,0,0,0,0,0,0,1,3.78,0.143344407,15.08,0.964190981,1.844932833,6.1,291910000,0.992992482,0.831471183,-1.908075659,-0.846757559,-0.91,-2.24,-1
9-May-94,Monday,Trading Day,-6,-1,0,0,0,0,0,0,0,3.77,0.162671155,16.16,0.90779703,1.844932833,6.1,250870000,0.84716172,0.832232916,-3.064280163,-0.422112137,-1.24,-1.29,-1
10-May-94,Tuesday,Trading Day,-5,-1,0,0,0,0,0,0,0,3.58,0.270211557,15.19,0.926925609,1.844932833,6.1,297660000,1.032573629,0.833344565,2.09356002,0.235431119,0.59,-0.21,1
11-May-94,Wednesday,Trading Day,-4,-1,0,0,0,0,0,0,0,3.42,0.301259262,15.55,0.807073955,1.844932833,6.1,277400000,1.035306412,0.833212531,-2.579352405,0.372027522,-1.06,0.01,1
12-May-94,Thursday,Trading Day,-3,-1,0,0,0,0,0,0,0,3.78,0.240742898,15.46,0.797542044,1.844932833,6.1,272770000,1.06679964,0.831905709,1.224360413,1.370102983,0.38,2.21,1
13-May-94,Friday,Trading Day,-2,-1,0,0,0,0,0,0,0,3.84,0.226526567,14.54,0.879642366,1.844932833,6.1,252070000,0.863519578,0.832649395,0.215151451,1.426739106,0.04,2.44,1
16-May-94,Monday,Trading Day,-1,0,1,0,0,0,0,0,0,4.29,0.033166248,14.67,0.919563736,1.844932833,6.1,234700000,0.935544306,0.835323299,0.223436114,1.212421419,-0.16,2.16,1
17-May-94,Tuesday,Trading Day,0,0,1,0,0,0,0,0,0,4.27,0.030783422,14.08,0.904119318,1.844932833,6.1,311280000,1.045756904,0.838141431,2.776542039,0.979310485,0.81,1.99,1
18-May-94,Wednesday,Trading Day,1,0,1,0,0,0,0,0,0,4.26,0.031997024,12.55,0.990438247,1.844932833,6.1,337670000,1.217267484,0.847807862,2.411024897,0.608964787,1.14,1.58,1
19-May-94,Thursday,Trading Day,2,0,1,0,0,0,0,0,0,4.23,0.029358215,12.33,1.01378751,1.844932833,6.1,303680000,1.113318913,0.847532137,1.507541028,0.292281997,0.61,0.71,1
20-May-94,Friday,Trading Day,3,0,1,0,0,0,0,0,0,4.21,0.029358215,12.79,0.976544175,1.844932833,6.1,295180000,1.171023922,0.842486485,-0.856436985,0.066489956,-0.24,0.33,1
23-May-94,Monday,Trading Day,4,1,0,1,0,0,0,0,0,4.28,0.035523299,13.49,0.976544175,1.844932833,6.1,249420000,1.062718364,0.838211674,-0.942118552,0.270034309,-0.33,0.65,1
24-May-94,Tuesday,Trading Day,5,1,0,1,0,0,0,0,0,4.19,0.022146697,12.73,1.023566379,1.844932833,6.1,280040000,0.899640195,0.838750293,0.924813545,0.458458019,0.4,0.98,1
25-May-94,Wednesday,Trading Day,6,1,0,1,0,0,0,0,0,4.24,0.150823138,12.43,1.023330652,1.844932833,6.1,254420000,0.753457518,0.834753502,0.827610948,0.181943584,0.27,0.42,1
26-May-94,Thursday,Trading Day,7,1,0,1,0,0,0,0,0,4.23,0.152518539,12.5,1.0184,1.844932833,6.1,255740000,0.842136459,0.832892864,0.378580826,0.142272715,0.23,0.42,1
27-May-94,Friday,Trading Day,8,1,0,1,0,0,0,0,0,4.19,0.151735986,12.49,0.975980785,1.844932833,6.1,186430000,0.63158073,0.845816628,0.161284778,0.062522712,0.08,0.34,1
30-May-94,Monday,Holiday,9,2,0,0,1,0,0,0,0,4.19,0.160919974,12.49,0.975980785,1.844932833,6.1,186430000,0.747454093,0.858241418,0.161284778,0.062522712,#N/A,#N/A,1
31-May-94,Tuesday,Trading Day,10,2,0,0,1,0,0,0,0,4.6,0.16262724,13.03,1.001534919,1.844932833,6.1,216700000,0.773818026,0.849381492,-0.45775863,0.15993012,-0.16,0.73,1
1-Jun-94,Wednesday,Trading Day,11,2,0,0,1,0,0,0,0,4.33,0.092376043,12.72,1.047169811,1.844932833,6.1,279910000,1.100188664,0.858075658,0.629256602,0.183451035,0.27,0.64,1
2-Jun-94,Thursday,Trading Day,12,2,0,0,1,0,0,0,0,4.25,0.087123339,12.73,1.037706206,1.844932833,6.1,271630000,1.062133417,0.86206927,-0.020169192,-0.071545044,0.15,-0.08,-1
3-Jun-94,Friday,Trading Day,13,2,0,0,1,0,0,0,0,4.16,0.073354975,12.19,1.041017227,1.844932833,6.1,271490000,1.45625704,0.85289807,1.349432821,0.02062624,0.47,-0.21,1
6-Jun-94,Monday,Trading Day,14,3,0,0,0,1,0,0,0,4.17,0.079162281,13.03,0.914811972,1.844932833,6.1,259080000,1.3896905,0.836346903,-0.701111,-0.160173394,0,-0.43,-1
7-Jun-94,Tuesday,Trading Day,15,3,0,0,0,1,0,0,0,4.03,0.088881944,13.05,0.888888889,1.844932833,6.1,234680000,1.08297185,0.832046551,-0.340154058,0.027275558,-0.25,-0.37,1
8-Jun-94,Wednesday,Trading Day,16,3,0,0,0,1,0,0,0,4,0.07925246,13.32,0.864864865,1.844932833,6.1,256000000,0.914579686,0.831095397,-0.64572379,0.451766175,-0.45,0.45,1
9-Jun-94,Thursday,Trading Day,17,3,0,0,0,1,0,0,0,4.17,0.047759317,13.21,0.849356548,1.844932833,6.1,252870000,0.930935464,0.830478933,0.440687228,0.391191792,0.02,0.59,1
10-Jun-94,Friday,Trading Day,18,3,0,0,0,1,0,0,0,4.18,0.046853368,12.69,0.970055162,1.844932833,6.1,222480000,0.819477697,0.831729776,0.445434649,0.446036045,0.25,0.79,1
13-Jun-94,Monday,Trading Day,19,4,0,0,0,0,1,0,0,4.24,0.051639778,11.92,1.17114094,1.844932833,6.1,243640000,0.940404508,0.830908746,0.236133763,-0.024180152,0.06,-0.16,-1
14-Jun-94,Tuesday,Trading Day,20,4,0,0,0,0,1,0,0,4.23,0.051639778,11.6,1.267241379,1.844932833,6.1,288550000,1.229546617,0.835964622,1.782299025,-0.398978104,0.57,-1.15,-1
15-Jun-94,Wednesday,Trading Day,21,4,0,0,0,0,1,0,0,4.3,0.059361684,11.52,1.217013889,1.844932833,6.1,269740000,1.053671875,0.836605889,-0.948595706,-1.206905992,-0.31,-2.67,-1
16-Jun-94,Thursday,Trading Day,22,4,0,0,0,0,1,0,0,4.26,0.043204938,11.22,1.258467023,1.844932833,6.1,256390000,1.013920196,0.836531694,0.714908494,-0.822146636,0.22,-2.02,-1
17-Jun-94,Friday,Trading Day,23,4,0,0,0,0,1,0,0,4.17,0.030237158,12.31,1.358245248,1.844932833,6.1,373450000,1.67857785,0.856119609,-1.905646334,-1.355222625,-0.7,-3.13,-1
20-Jun-94,Monday,Trading Day,24,5,0,0,0,0,0,1,0,4.24,0.030237158,13.96,1.112464183,1.844932833,6.1,229520000,0.942045641,0.8602903,-1.637856002,-1.744312042,-0.93,-3.84,-1
21-Jun-94,Tuesday,Trading Day,25,5,0,0,0,0,0,1,0,4.14,0.047908643,14.7,1.023129252,1.844932833,6.1,298730000,1.035279848,0.86032368,-2.257340412,-0.908497072,-0.95,-2.02,-1
22-Jun-94,Wednesday,Trading Day,26,5,0,0,0,0,0,1,0,4.18,0.043915503,14.02,1.02853067,1.844932833,6.1,251110000,0.930933492,0.863480792,0.975201075,-0.591949049,0.34,-1.31,-1
23-Jun-94,Thursday,Trading Day,27,5,0,0,0,0,0,1,0,4.18,0.047056197,14.12,1.0601983,1.844932833,6.1,256480000,1.000351028,0.863464169,-1.950471451,-0.617272883,-0.89,-1.29,-1
24-Jun-94,Friday,Trading Day,28,5,0,0,0,0,0,1,0,4.17,0.669374264,16.719999,0.858851726,1.844932833,6.1,261260000,0.699584951,0.83630764,-3.851093417,-0.605672731,-1.41,-0.91,-1
27-Jun-94,Monday,Trading Day,29,6,0,0,0,0,0,0,1,4.29,0.761289633,15.53,0.858851726,1.844932833,6.1,250080000,1.08957825,0.833242326,2.541218845,0.389257366,0.89,0.92,1
28-Jun-94,Tuesday,Trading Day,-6,-1,0,0,0,0,0,0,0,4.21,0.782313419,15.04,0.992021277,1.844932833,6.1,267740000,0.896260838,0.828797924,-0.674600296,-0.118986403,-0.24,0.03,-1
29-Jun-94,Wednesday,Trading Day,-5,-1,0,0,0,0,0,0,0,4.15,0.784015913,14.42,1.019417476,1.844932833,6.1,264430000,1.053044482,0.828705356,0.848581904,0.036377153,0.36,0.23,1
30-Jun-94,Thursday,Trading Day,-4,-1,0,0,0,0,0,0,0,5.96,0.832703572,14.97,0.935871743,1.844932833,6.1,293410000,1.143987835,0.831232783,-1.89247069,-0.149223063,-0.51,-0.16,-1
1-Jul-94,Friday,Trading Day,-3,-1,0,0,0,0,0,0,0,3.82,0.462771156,14.36,0.923398329,1.161098402,6.1,199030000,0.76180816,0.844507461,1.123557066,0.476584706,0.42,0.84,1
4-Jul-94,Monday,Holiday,-2,-1,0,0,0,0,0,0,0,3.82,0.349305433,14.36,0.923398329,1.161098402,6.1,199030000,0.795865323,0.855156712,1.123557066,0.476584706,#N/A,#N/A,1
5-Jul-94,Tuesday,Trading Day,-1,0,1,0,0,0,0,0,0,4.37,0.260539733,14.92,0.898123324,1.161098402,6.1,195410000,0.729849854,0.862036418,0.102217487,0.238327293,-0.04,0.29,1
6-Jul-94,Wednesday,Trading Day,0,0,1,0,0,0,0,0,0,5.02,0.271196643,14.7,0.844897959,1.161098402,6.1,236230000,0.893355519,0.858293862,-0.079419178,0.209249058,-0.03,0.41,1
7-Jul-94,Thursday,Trading Day,1,0,1,0,0,0,0,0,0,4.36,0.0518698,14.01,0.830835118,1.161098402,6.1,259740000,0.885245902,0.843308938,1.236568157,0.307831462,0.49,0.81,1
8-Jul-94,Friday,Trading Day,2,0,1,0,0,0,0,0,0,4.32,0.0505682,13.26,0.850678733,1.161098402,6.1,236520000,1.188363563,0.841082481,0.737729206,0.569727627,0.17,1.3,1
11-Jul-94,Monday,Trading Day,3,0,1,0,0,0,0,0,0,4.31,0.033594217,13.83,0.827187274,1.161098402,6.1,222970000,1.120283374,0.837245585,-0.805459207,0.50049452,-0.3,1.21,1
12-Jul-94,Tuesday,Trading Day,4,1,0,1,0,0,0,0,0,4.23,0.0048795,13.4,0.869402985,1.161098402,6.1,252250000,1.290875595,0.831267693,-0.04317369,0.775341212,0.08,1.7,1
13-Jul-94,Wednesday,Trading Day,5,1,0,1,0,0,0,0,0,4.22,0.012535663,12.42,0.942028986,1.161098402,6.1,265840000,1.125343944,0.832505764,0.413492843,0.63566902,0.37,1.35,1
14-Jul-94,Thursday,Trading Day,6,1,0,1,0,0,0,0,0,4.22,0.213284965,11.64,1.000859107,1.161098402,6.1,322330000,1.240971741,0.847140424,2.54604898,0.308858563,0.98,0.44,1
15-Jul-94,Friday,Trading Day,7,1,0,1,0,0,0,0,0,4.22,0.210588744,11.28,0.994680851,1.161098402,6.1,275860000,1.166328429,0.844215462,0.391563676,-0.085267137,0.08,-0.35,-1
18-Jul-94,Monday,Trading Day,8,1,0,1,0,0,0,0,0,4.23,0.203130265,11.44,1.001748252,1.161098402,6.1,227460000,1.020137238,0.842947606,0.568774252,-0.102947749,0.19,-0.38,-1
19-Jul-94,Tuesday,Trading Day,9,2,0,0,1,0,0,0,0,4.19,0.198865832,11.65,1.000858369,1.161098402,6.1,251530000,0.997145689,0.843036084,-0.741534652,-0.088810165,-0.27,-0.4,-1
20-Jul-94,Wednesday,Trading Day,10,2,0,0,1,0,0,0,0,4.78,0.191783608,11.7,1.01965812,1.161098402,6.1,267840000,1.007523322,0.842968479,-1.220559439,-0.035610233,-0.54,-0.3,-1
21-Jul-94,Thursday,Trading Day,11,2,0,0,1,0,0,0,0,4.3,0.024299716,11.65,1.032618026,1.161098402,6.1,292120000,0.906276177,0.835807137,0.575420476,0.125588042,0.19,-0.01,1
22-Jul-94,Friday,Trading Day,12,2,0,0,1,0,0,0,0,4.26,0.024299716,11.22,0.99197861,1.161098402,6.1,261600000,0.948307112,0.835313156,0.303160619,0.191152833,0.05,0.04,1
25-Jul-94,Monday,Trading Day,13,2,0,0,1,0,0,0,0,4.32,0.018257419,11.46,0.97469459,1.161098402,6.1,213470000,0.93849468,0.839000672,0.639462169,0.55714746,0.17,0.94,1
